BaseCase,RA,RASDG,Year,indicator,Country/Region
11155,11155,11155,2020,Fossil_Fuel_Production,Central & Southern Asia
11267,11267,11267,2021,Fossil_Fuel_Production,Central & Southern Asia
11651,11651,11651,2022,Fossil_Fuel_Production,Central & Southern Asia
12201,12201,12201,2023,Fossil_Fuel_Production,Central & Southern Asia
12624,12625,12625,2024,Fossil_Fuel_Production,Central & Southern Asia
12976,12976,12976,2025,Fossil_Fuel_Production,Central & Southern Asia
13322,13323,13323,2026,Fossil_Fuel_Production,Central & Southern Asia
13623,13566,13560,2027,Fossil_Fuel_Production,Central & Southern Asia
13883,13654,13638,2028,Fossil_Fuel_Production,Central & Southern Asia
14079,13547,13538,2029,Fossil_Fuel_Production,Central & Southern Asia
14234,13309,13319,2030,Fossil_Fuel_Production,Central & Southern Asia
14384,12983,13024,2031,Fossil_Fuel_Production,Central & Southern Asia
14543,12640,12718,2032,Fossil_Fuel_Production,Central & Southern Asia
14726,12309,12428,2033,Fossil_Fuel_Production,Central & Southern Asia
14945,12000,12158,2034,Fossil_Fuel_Production,Central & Southern Asia
15203,11718,11913,2035,Fossil_Fuel_Production,Central & Southern Asia
15491,11458,11685,2036,Fossil_Fuel_Production,Central & Southern Asia
15781,11193,11448,2037,Fossil_Fuel_Production,Central & Southern Asia
16039,10903,11172,2038,Fossil_Fuel_Production,Central & Southern Asia
16207,10545,10815,2039,Fossil_Fuel_Production,Central & Southern Asia
16314,10116,10380,2040,Fossil_Fuel_Production,Central & Southern Asia
16401,9631,9885,2041,Fossil_Fuel_Production,Central & Southern Asia
16439,9126,9370,2042,Fossil_Fuel_Production,Central & Southern Asia
16503,8626,8858,2043,Fossil_Fuel_Production,Central & Southern Asia
16535,8140,8365,2044,Fossil_Fuel_Production,Central & Southern Asia
16615,7674,7893,2045,Fossil_Fuel_Production,Central & Southern Asia
16672,7233,7445,2046,Fossil_Fuel_Production,Central & Southern Asia
16744,6820,7023,2047,Fossil_Fuel_Production,Central & Southern Asia
16506,6430,6624,2048,Fossil_Fuel_Production,Central & Southern Asia
16110,6091,6282,2049,Fossil_Fuel_Production,Central & Southern Asia
15833,5792,5979,2050,Fossil_Fuel_Production,Central & Southern Asia
15605,5517,5704,2051,Fossil_Fuel_Production,Central & Southern Asia
15433,5257,5438,2052,Fossil_Fuel_Production,Central & Southern Asia
15278,5002,5179,2053,Fossil_Fuel_Production,Central & Southern Asia
15117,4754,4928,2054,Fossil_Fuel_Production,Central & Southern Asia
14943,4503,4658,2055,Fossil_Fuel_Production,Central & Southern Asia
14763,4240,4380,2056,Fossil_Fuel_Production,Central & Southern Asia
14584,3978,4111,2057,Fossil_Fuel_Production,Central & Southern Asia
14410,3720,3858,2058,Fossil_Fuel_Production,Central & Southern Asia
14240,3486,3613,2059,Fossil_Fuel_Production,Central & Southern Asia
14077,3258,3385,2060,Fossil_Fuel_Production,Central & Southern Asia
33765,33765,33765,2020,Fossil_Fuel_Production,East & Southeast Asia
34324,34324,34324,2021,Fossil_Fuel_Production,East & Southeast Asia
35177,35177,35177,2022,Fossil_Fuel_Production,East & Southeast Asia
36291,36291,36291,2023,Fossil_Fuel_Production,East & Southeast Asia
37324,37324,37324,2024,Fossil_Fuel_Production,East & Southeast Asia
38358,38358,38358,2025,Fossil_Fuel_Production,East & Southeast Asia
39369,39370,39370,2026,Fossil_Fuel_Production,East & Southeast Asia
40277,39837,39830,2027,Fossil_Fuel_Production,East & Southeast Asia
41030,39555,39532,2028,Fossil_Fuel_Production,East & Southeast Asia
41714,38672,38657,2029,Fossil_Fuel_Production,East & Southeast Asia
42373,37458,37474,2030,Fossil_Fuel_Production,East & Southeast Asia
43057,36108,36174,2031,Fossil_Fuel_Production,East & Southeast Asia
43691,34766,34891,2032,Fossil_Fuel_Production,East & Southeast Asia
44241,33485,33667,2033,Fossil_Fuel_Production,East & Southeast Asia
44720,32234,32468,2034,Fossil_Fuel_Production,East & Southeast Asia
45191,31001,31277,2035,Fossil_Fuel_Production,East & Southeast Asia
45901,29770,30074,2036,Fossil_Fuel_Production,East & Southeast Asia
46687,28525,28840,2037,Fossil_Fuel_Production,East & Southeast Asia
47330,27260,27571,2038,Fossil_Fuel_Production,East & Southeast Asia
47773,25988,26316,2039,Fossil_Fuel_Production,East & Southeast Asia
48132,24650,24974,2040,Fossil_Fuel_Production,East & Southeast Asia
48475,23196,23525,2041,Fossil_Fuel_Production,East & Southeast Asia
48785,21829,22152,2042,Fossil_Fuel_Production,East & Southeast Asia
49045,20489,20802,2043,Fossil_Fuel_Production,East & Southeast Asia
49279,19281,19569,2044,Fossil_Fuel_Production,East & Southeast Asia
49502,18154,18419,2045,Fossil_Fuel_Production,East & Southeast Asia
49741,17179,17421,2046,Fossil_Fuel_Production,East & Southeast Asia
49967,16269,16511,2047,Fossil_Fuel_Production,East & Southeast Asia
50137,15474,15693,2048,Fossil_Fuel_Production,East & Southeast Asia
50227,14782,15008,2049,Fossil_Fuel_Production,East & Southeast Asia
50243,14041,14257,2050,Fossil_Fuel_Production,East & Southeast Asia
50208,13250,13487,2051,Fossil_Fuel_Production,East & Southeast Asia
50081,12497,12713,2052,Fossil_Fuel_Production,East & Southeast Asia
49870,11756,11969,2053,Fossil_Fuel_Production,East & Southeast Asia
49586,11048,11231,2054,Fossil_Fuel_Production,East & Southeast Asia
49254,10354,10532,2055,Fossil_Fuel_Production,East & Southeast Asia
48897,9705,9853,2056,Fossil_Fuel_Production,East & Southeast Asia
48533,9080,9226,2057,Fossil_Fuel_Production,East & Southeast Asia
48173,8483,8605,2058,Fossil_Fuel_Production,East & Southeast Asia
47814,7914,8042,2059,Fossil_Fuel_Production,East & Southeast Asia
47459,7394,7502,2060,Fossil_Fuel_Production,East & Southeast Asia
47468,47468,47468,2020,Fossil_Fuel_Production,Europe & North America
47590,47590,47590,2021,Fossil_Fuel_Production,Europe & North America
47688,47688,47688,2022,Fossil_Fuel_Production,Europe & North America
47596,47596,47596,2023,Fossil_Fuel_Production,Europe & North America
47700,47700,47700,2024,Fossil_Fuel_Production,Europe & North America
47816,47816,47816,2025,Fossil_Fuel_Production,Europe & North America
47839,47839,47839,2026,Fossil_Fuel_Production,Europe & North America
47773,47524,47519,2027,Fossil_Fuel_Production,Europe & North America
47634,46842,46827,2028,Fossil_Fuel_Production,Europe & North America
47398,45837,45834,2029,Fossil_Fuel_Production,Europe & North America
47088,44647,44679,2030,Fossil_Fuel_Production,Europe & North America
46800,43455,43551,2031,Fossil_Fuel_Production,Europe & North America
46523,42186,42373,2032,Fossil_Fuel_Production,Europe & North America
46309,40743,41034,2033,Fossil_Fuel_Production,Europe & North America
46168,39271,39666,2034,Fossil_Fuel_Production,Europe & North America
46102,37824,38311,2035,Fossil_Fuel_Production,Europe & North America
46090,36364,36916,2036,Fossil_Fuel_Production,Europe & North America
46113,34874,35458,2037,Fossil_Fuel_Production,Europe & North America
45989,33299,33893,2038,Fossil_Fuel_Production,Europe & North America
45721,31409,31995,2039,Fossil_Fuel_Production,Europe & North America
45430,29253,29821,2040,Fossil_Fuel_Production,Europe & North America
45078,26934,27470,2041,Fossil_Fuel_Production,Europe & North America
