BaseCase,RA,RASDG,Year,indicator,Country/Region
259.8,259.8,259.8,2020,Poverty_Headcount,Central & Southern Asia
231.7,231.7,231.7,2021,Poverty_Headcount,Central & Southern Asia
203.5,203.5,203.5,2022,Poverty_Headcount,Central & Southern Asia
186.3,186.3,186.3,2023,Poverty_Headcount,Central & Southern Asia
175.9,175.9,175.9,2024,Poverty_Headcount,Central & Southern Asia
167.8,167.8,159.5,2025,Poverty_Headcount,Central & Southern Asia
159.1,159.2,144.4,2026,Poverty_Headcount,Central & Southern Asia
151,151,131.7,2027,Poverty_Headcount,Central & Southern Asia
143.3,143.4,120.8,2028,Poverty_Headcount,Central & Southern Asia
134.5,134.1,109,2029,Poverty_Headcount,Central & Southern Asia
124.8,124,96.86,2030,Poverty_Headcount,Central & Southern Asia
115.8,114.3,85.79,2031,Poverty_Headcount,Central & Southern Asia
108.7,106.7,76.57,2032,Poverty_Headcount,Central & Southern Asia
103,100.6,68.92,2033,Poverty_Headcount,Central & Southern Asia
98.53,95.93,62.91,2034,Poverty_Headcount,Central & Southern Asia
94.6,92.01,57.99,2035,Poverty_Headcount,Central & Southern Asia
91.01,88.61,53.88,2036,Poverty_Headcount,Central & Southern Asia
87.6,85.48,50.36,2037,Poverty_Headcount,Central & Southern Asia
84.31,82.5,48.54,2038,Poverty_Headcount,Central & Southern Asia
81.18,79.64,46.94,2039,Poverty_Headcount,Central & Southern Asia
78.16,76.91,45.28,2040,Poverty_Headcount,Central & Southern Asia
75.32,74.32,43.56,2041,Poverty_Headcount,Central & Southern Asia
72.78,71.95,41.75,2042,Poverty_Headcount,Central & Southern Asia
70.61,69.74,39.94,2043,Poverty_Headcount,Central & Southern Asia
68.61,67.71,38.06,2044,Poverty_Headcount,Central & Southern Asia
66.59,65.73,36.15,2045,Poverty_Headcount,Central & Southern Asia
64.48,63.72,34.23,2046,Poverty_Headcount,Central & Southern Asia
62.24,61.59,32.34,2047,Poverty_Headcount,Central & Southern Asia
59.91,59.32,30.55,2048,Poverty_Headcount,Central & Southern Asia
57.52,56.93,28.68,2049,Poverty_Headcount,Central & Southern Asia
55.07,54.55,26.77,2050,Poverty_Headcount,Central & Southern Asia
52.59,52.12,24.84,2051,Poverty_Headcount,Central & Southern Asia
50.1,49.7,22.89,2052,Poverty_Headcount,Central & Southern Asia
47.62,47.34,21.06,2053,Poverty_Headcount,Central & Southern Asia
45.22,45.09,19.4,2054,Poverty_Headcount,Central & Southern Asia
43.03,43.05,17.92,2055,Poverty_Headcount,Central & Southern Asia
41.06,41.21,16.61,2056,Poverty_Headcount,Central & Southern Asia
39.34,39.59,15.43,2057,Poverty_Headcount,Central & Southern Asia
37.84,38.13,14.38,2058,Poverty_Headcount,Central & Southern Asia
36.57,36.82,13.45,2059,Poverty_Headcount,Central & Southern Asia
35.48,35.65,12.61,2060,Poverty_Headcount,Central & Southern Asia
31.36,31.36,31.36,2020,Poverty_Headcount,East & Southeast Asia
30.91,30.91,30.91,2021,Poverty_Headcount,East & Southeast Asia
27.3,27.3,27.3,2022,Poverty_Headcount,East & Southeast Asia
25.57,25.57,25.57,2023,Poverty_Headcount,East & Southeast Asia
23.91,23.91,23.91,2024,Poverty_Headcount,East & Southeast Asia
22.63,22.63,21.79,2025,Poverty_Headcount,East & Southeast Asia
21.77,21.78,20.32,2026,Poverty_Headcount,East & Southeast Asia
21.21,21.22,19.29,2027,Poverty_Headcount,East & Southeast Asia
20.75,20.75,18.42,2028,Poverty_Headcount,East & Southeast Asia
19.97,19.94,17.34,2029,Poverty_Headcount,East & Southeast Asia
18.92,18.86,16.02,2030,Poverty_Headcount,East & Southeast Asia
17.83,17.73,14.65,2031,Poverty_Headcount,East & Southeast Asia
16.92,16.76,13.43,2032,Poverty_Headcount,East & Southeast Asia
16.18,16,12.42,2033,Poverty_Headcount,East & Southeast Asia
15.62,15.45,11.63,2034,Poverty_Headcount,East & Southeast Asia
15.16,15.05,10.98,2035,Poverty_Headcount,East & Southeast Asia
14.69,14.71,10.42,2036,Poverty_Headcount,East & Southeast Asia
