BaseCase,RA,RASDG,Year,indicator,Country/Region
473.6,473.6,473.6,2020,Renewable_Production,Central & Southern Asia
495.7,495.7,495.7,2021,Renewable_Production,Central & Southern Asia
538.9,538.9,538.9,2022,Renewable_Production,Central & Southern Asia
595.8,595.8,595.8,2023,Renewable_Production,Central & Southern Asia
656,656,656,2024,Renewable_Production,Central & Southern Asia
721.5,721.5,721.5,2025,Renewable_Production,Central & Southern Asia
792.5,805.7,805.7,2026,Renewable_Production,Central & Southern Asia
868.5,916.8,916.1,2027,Renewable_Production,Central & Southern Asia
952.1,1060,1058,2028,Renewable_Production,Central & Southern Asia
1042,1233,1231,2029,Renewable_Production,Central & Southern Asia
1138,1447,1447,2030,Renewable_Production,Central & Southern Asia
1247,1678,1686,2031,Renewable_Production,Central & Southern Asia
1373,1942,1966,2032,Renewable_Production,Central & Southern Asia
1519,2255,2303,2033,Renewable_Production,Central & Southern Asia
1692,2632,2715,2034,Renewable_Production,Central & Southern Asia
1897,3092,3225,2035,Renewable_Production,Central & Southern Asia
2140,3644,3843,2036,Renewable_Production,Central & Southern Asia
2420,4293,4576,2037,Renewable_Production,Central & Southern Asia
2734,5024,5397,2038,Renewable_Production,Central & Southern Asia
3070,5793,6259,2039,Renewable_Production,Central & Southern Asia
3418,6554,7107,2040,Renewable_Production,Central & Southern Asia
3778,7278,7912,2041,Renewable_Production,Central & Southern Asia
4156,7993,8710,2042,Renewable_Production,Central & Southern Asia
4560,8719,9525,2043,Renewable_Production,Central & Southern Asia
5000,9479,10384,2044,Renewable_Production,Central & Southern Asia
5488,10287,11304,2045,Renewable_Production,Central & Southern Asia
6033,11149,12292,2046,Renewable_Production,Central & Southern Asia
6641,12073,13351,2047,Renewable_Production,Central & Southern Asia
7743,13052,14458,2048,Renewable_Production,Central & Southern Asia
8384,14177,15793,2049,Renewable_Production,Central & Southern Asia
9501,15487,17319,2050,Renewable_Production,Central & Southern Asia
10582,16831,18950,2051,Renewable_Production,Central & Southern Asia
11546,18321,20710,2052,Renewable_Production,Central & Southern Asia
12411,19905,22622,2053,Renewable_Production,Central & Southern Asia
13282,21551,24554,2054,Renewable_Production,Central & Southern Asia
14170,23173,26405,2055,Renewable_Production,Central & Southern Asia
15087,24676,28076,2056,Renewable_Production,Central & Southern Asia
16049,26061,29024,2057,Renewable_Production,Central & Southern Asia
17054,26564,30272,2058,Renewable_Production,Central & Southern Asia
18113,27735,31104,2059,Renewable_Production,Central & Southern Asia
19233,28126,32276,2060,Renewable_Production,Central & Southern Asia
3369,3369,3369,2020,Renewable_Production,East & Southeast Asia
3582,3582,3582,2021,Renewable_Production,East & Southeast Asia
3866,3866,3866,2022,Renewable_Production,East & Southeast Asia
4184,4184,4184,2023,Renewable_Production,East & Southeast Asia
4496,4496,4496,2024,Renewable_Production,East & Southeast Asia
4835,4835,4835,2025,Renewable_Production,East & Southeast Asia
5193,5298,5298,2026,Renewable_Production,East & Southeast Asia
5548,6276,6270,2027,Renewable_Production,East & Southeast Asia
5890,7635,7612,2028,Renewable_Production,East & Southeast Asia
6238,9257,9227,2029,Renewable_Production,East & Southeast Asia
6607,10937,10923,2030,Renewable_Production,East & Southeast Asia
7009,12698,12735,2031,Renewable_Production,East & Southeast Asia
7462,14590,14720,2032,Renewable_Production,East & Southeast Asia
7975,16695,16964,2033,Renewable_Production,East & Southeast Asia
8561,19079,19537,2034,Renewable_Production,East & Southeast Asia
9233,21808,22508,2035,Renewable_Production,East & Southeast Asia
10033,24907,25897,2036,Renewable_Production,East & Southeast Asia
11031,28373,29685,2037,Renewable_Production,East & Southeast Asia
11980,30526,31795,2038,Renewable_Production,East & Southeast Asia
12789,32998,34688,2039,Renewable_Production,East & Southeast Asia
13671,35113,36860,2040,Renewable_Production,East & Southeast Asia
14568,35602,37569,2041,Renewable_Production,East & Southeast Asia
15399,37330,39408,2042,Renewable_Production,East & Southeast Asia
16245,38294,40592,2043,Renewable_Production,East & Southeast Asia
17190,40013,42467,2044,Renewable_Production,East & Southeast Asia
18257,41135,43804,2045,Renewable_Production,East & Southeast Asia
19439,42496,45287,2046,Renewable_Production,East & Southeast Asia
20715,43060,46133,2047,Renewable_Production,East & Southeast Asia
22053,43751,46934,2048,Renewable_Production,East & Southeast Asia
23418,45330,48976,2049,Renewable_Production,East & Southeast Asia
24793,46725,50585,2050,Renewable_Production,East & Southeast Asia
26197,47745,52086,2051,Renewable_Production,East & Southeast Asia
27582,48881,53476,2052,Renewable_Production,East & Southeast Asia
28929,49858,54864,2053,Renewable_Production,East & Southeast Asia
30246,50902,56091,2054,Renewable_Production,East & Southeast Asia
31556,51612,57151,2055,Renewable_Production,East & Southeast Asia
32885,52405,58006,2056,Renewable_Production,East & Southeast Asia
34258,52876,58851,2057,Renewable_Production,East & Southeast Asia
35697,53279,59249,2058,Renewable_Production,East & Southeast Asia
37214,53405,59722,2059,Renewable_Production,East & Southeast Asia
38495,53604,59982,2060,Renewable_Production,East & Southeast Asia
3458,3458,3458,2020,Renewable_Production,Europe & North America
3581,3581,3581,2021,Renewable_Production,Europe & North America
3781,3781,3781,2022,Renewable_Production,Europe & North America
3975,3975,3975,2023,Renewable_Production,Europe & North America
4227,4227,4227,2024,Renewable_Production,Europe & North America
4521,4521,4521,2025,Renewable_Production,Europe & North America
4828,4903,4903,2026,Renewable_Production,Europe & North America
5140,5380,5378,2027,Renewable_Production,Europe & North America
5444,5888,5879,2028,Renewable_Production,Europe & North America
5730,6460,6451,2029,Renewable_Production,Europe & North America
6014,7125,7125,2030,Renewable_Production,Europe & North America
6318,7805,7833,2031,Renewable_Production,Europe & North America
6643,8551,8629,2032,Renewable_Production,Europe & North America
6999,9394,9546,2033,Renewable_Production,Europe & North America
7393,10362,10615,2034,Renewable_Production,Europe & North America
7825,11566,11956,2035,Renewable_Production,Europe & North America
8314,12888,13444,2036,Renewable_Production,Europe & North America
8842,14436,15186,2037,Renewable_Production,Europe & North America
9396,16069,17014,2038,Renewable_Production,Europe & North America
9929,17730,18858,2039,Renewable_Production,Europe & North America
10458,19274,20567,2040,Renewable_Production,Europe & North America
10984,20687,22117,2041,Renewable_Production,Europe & North America
11525,22048,23618,2042,Renewable_Production,Europe & North America
12089,23362,25084,2043,Renewable_Production,Europe & North America
