BaseCase,RA,RASDG,Year,indicator,Country/Region
70.47,70.47,70.47,2020,Population_without_electricity_,Central & Southern Asia
49.43,49.43,49.43,2021,Population_without_electricity_,Central & Southern Asia
25.11,25.11,25.11,2022,Population_without_electricity_,Central & Southern Asia
12.61,12.61,12.61,2023,Population_without_electricity_,Central & Southern Asia
10.13,10.13,10.13,2024,Population_without_electricity_,Central & Southern Asia
10.06,7.067,4.908,2025,Population_without_electricity_,Central & Southern Asia
8.491,2.276,1.041,2026,Population_without_electricity_,Central & Southern Asia
7.214,0.664,0.306,2027,Population_without_electricity_,Central & Southern Asia
6.846,0,0,2028,Population_without_electricity_,Central & Southern Asia
6.018,0,0,2029,Population_without_electricity_,Central & Southern Asia
5.261,0,0,2030,Population_without_electricity_,Central & Southern Asia
4.437,0,0,2031,Population_without_electricity_,Central & Southern Asia
3.581,0,0,2032,Population_without_electricity_,Central & Southern Asia
2.628,0,0,2033,Population_without_electricity_,Central & Southern Asia
1.556,0,0,2034,Population_without_electricity_,Central & Southern Asia
1.276,0,0,2035,Population_without_electricity_,Central & Southern Asia
1.302,0,0,2036,Population_without_electricity_,Central & Southern Asia
1.328,0,0,2037,Population_without_electricity_,Central & Southern Asia
1.353,0,0,2038,Population_without_electricity_,Central & Southern Asia
1.38,0,0,2039,Population_without_electricity_,Central & Southern Asia
1.405,0,0,2040,Population_without_electricity_,Central & Southern Asia
1.423,0,0,2041,Population_without_electricity_,Central & Southern Asia
1.342,0,0,2042,Population_without_electricity_,Central & Southern Asia
1.363,0,0,2043,Population_without_electricity_,Central & Southern Asia
1.384,0,0,2044,Population_without_electricity_,Central & Southern Asia
1.404,0,0,2045,Population_without_electricity_,Central & Southern Asia
1.423,0,0,2046,Population_without_electricity_,Central & Southern Asia
1.442,0,0,2047,Population_without_electricity_,Central & Southern Asia
1.46,0,0,2048,Population_without_electricity_,Central & Southern Asia
1.478,0,0,2049,Population_without_electricity_,Central & Southern Asia
1.317,0,0,2050,Population_without_electricity_,Central & Southern Asia
1.035,0,0,2051,Population_without_electricity_,Central & Southern Asia
0.727,0,0,2052,Population_without_electricity_,Central & Southern Asia
0.396,0,0,2053,Population_without_electricity_,Central & Southern Asia
0.036,0,0,2054,Population_without_electricity_,Central & Southern Asia
0,0,0,2055,Population_without_electricity_,Central & Southern Asia
0,0,0,2056,Population_without_electricity_,Central & Southern Asia
0,0,0,2057,Population_without_electricity_,Central & Southern Asia
0,0,0,2058,Population_without_electricity_,Central & Southern Asia
0,0,0,2059,Population_without_electricity_,Central & Southern Asia
0,0,0,2060,Population_without_electricity_,Central & Southern Asia
45.35,45.35,45.35,2020,Population_without_electricity_,East & Southeast Asia
