BaseCase,RA,RASDG,Year,indicator,Country/Region
1.054,1.054,1.054,2020,Carbon_Emissions_from_Fossil,Central & Southern Asia
1.102,1.102,1.102,2021,Carbon_Emissions_from_Fossil,Central & Southern Asia
1.146,1.146,1.146,2022,Carbon_Emissions_from_Fossil,Central & Southern Asia
1.195,1.195,1.195,2023,Carbon_Emissions_from_Fossil,Central & Southern Asia
1.245,1.245,1.245,2024,Carbon_Emissions_from_Fossil,Central & Southern Asia
1.294,1.294,1.294,2025,Carbon_Emissions_from_Fossil,Central & Southern Asia
1.346,1.361,1.361,2026,Carbon_Emissions_from_Fossil,Central & Southern Asia
1.395,1.422,1.421,2027,Carbon_Emissions_from_Fossil,Central & Southern Asia
1.433,1.461,1.461,2028,Carbon_Emissions_from_Fossil,Central & Southern Asia
1.47,1.488,1.488,2029,Carbon_Emissions_from_Fossil,Central & Southern Asia
1.505,1.502,1.504,2030,Carbon_Emissions_from_Fossil,Central & Southern Asia
1.54,1.507,1.512,2031,Carbon_Emissions_from_Fossil,Central & Southern Asia
1.574,1.51,1.518,2032,Carbon_Emissions_from_Fossil,Central & Southern Asia
1.61,1.511,1.523,2033,Carbon_Emissions_from_Fossil,Central & Southern Asia
1.647,1.513,1.53,2034,Carbon_Emissions_from_Fossil,Central & Southern Asia
1.687,1.51,1.531,2035,Carbon_Emissions_from_Fossil,Central & Southern Asia
1.732,1.503,1.528,2036,Carbon_Emissions_from_Fossil,Central & Southern Asia
1.779,1.491,1.517,2037,Carbon_Emissions_from_Fossil,Central & Southern Asia
1.819,1.472,1.498,2038,Carbon_Emissions_from_Fossil,Central & Southern Asia
1.85,1.44,1.467,2039,Carbon_Emissions_from_Fossil,Central & Southern Asia
1.876,1.395,1.421,2040,Carbon_Emissions_from_Fossil,Central & Southern Asia
1.898,1.333,1.358,2041,Carbon_Emissions_from_Fossil,Central & Southern Asia
1.917,1.268,1.293,2042,Carbon_Emissions_from_Fossil,Central & Southern Asia
1.934,1.2,1.223,2043,Carbon_Emissions_from_Fossil,Central & Southern Asia
1.948,1.131,1.153,2044,Carbon_Emissions_from_Fossil,Central & Southern Asia
1.962,1.064,1.085,2045,Carbon_Emissions_from_Fossil,Central & Southern Asia
