BaseCase,RA,RASDG,Year,indicator
89.73,89.83,94.37,2055,Access_to_Safely_Managed_Sanita
90.06,90.15,94.68,2056,Access_to_Safely_Managed_Sanita
90.39,90.47,94.98,2057,Access_to_Safely_Managed_Sanita
90.72,90.8,95.27,2058,Access_to_Safely_Managed_Sanita
91.05,91.12,95.57,2059,Access_to_Safely_Managed_Sanita
91.37,91.45,95.85,2060,Access_to_Safely_Managed_Sanita
78.38,78.38,78.38,2020,Access_to_Safely_Managed_Water
79.83,79.83,79.83,2021,Access_to_Safely_Managed_Water
80.78,80.78,80.78,2022,Access_to_Safely_Managed_Water
81.82,81.82,81.82,2023,Access_to_Safely_Managed_Water
82.84,82.84,82.84,2024,Access_to_Safely_Managed_Water
83.64,83.64,83.82,2025,Access_to_Safely_Managed_Water
84.37,84.37,84.67,2026,Access_to_Safely_Managed_Water
85.08,85.08,85.54,2027,Access_to_Safely_Managed_Water
85.68,85.69,86.4,2028,Access_to_Safely_Managed_Water
86.24,86.26,87.22,2029,Access_to_Safely_Managed_Water
86.78,86.8,88.01,2030,Access_to_Safely_Managed_Water
87.29,87.32,88.76,2031,Access_to_Safely_Managed_Water
87.76,87.81,89.47,2032,Access_to_Safely_Managed_Water
88.21,88.26,90.1,2033,Access_to_Safely_Managed_Water
88.6,88.66,90.67,2034,Access_to_Safely_Managed_Water
88.96,89.04,91.19,2035,Access_to_Safely_Managed_Water
89.33,89.4,91.68,2036,Access_to_Safely_Managed_Water
89.67,89.74,92.14,2037,Access_to_Safely_Managed_Water
89.99,90.06,92.57,2038,Access_to_Safely_Managed_Water
90.3,90.37,92.97,2039,Access_to_Safely_Managed_Water
90.62,90.69,93.33,2040,Access_to_Safely_Managed_Water
90.95,91.01,93.68,2041,Access_to_Safely_Managed_Water
91.27,91.33,94.01,2042,Access_to_Safely_Managed_Water
91.59,91.65,94.33,2043,Access_to_Safely_Managed_Water
91.9,91.96,94.62,2044,Access_to_Safely_Managed_Water
92.2,92.25,94.9,2045,Access_to_Safely_Managed_Water
92.49,92.54,95.16,2046,Access_to_Safely_Managed_Water
92.77,92.82,95.41,2047,Access_to_Safely_Managed_Water
93.04,93.1,95.66,2048,Access_to_Safely_Managed_Water
93.31,93.37,95.89,2049,Access_to_Safely_Managed_Water
93.56,93.64,96.12,2050,Access_to_Safely_Managed_Water
93.82,93.89,96.34,2051,Access_to_Safely_Managed_Water
94.07,94.15,96.55,2052,Access_to_Safely_Managed_Water
94.32,94.39,96.75,2053,Access_to_Safely_Managed_Water
94.56,94.64,96.95,2054,Access_to_Safely_Managed_Water
94.81,94.88,97.14,2055,Access_to_Safely_Managed_Water
95.05,95.12,97.33,2056,Access_to_Safely_Managed_Water
95.29,95.35,97.52,2057,Access_to_Safely_Managed_Water
95.53,95.58,97.69,2058,Access_to_Safely_Managed_Water
95.76,95.81,97.87,2059,Access_to_Safely_Managed_Water
95.98,96.04,98.04,2060,Access_to_Safely_Managed_Water
3476.0,3476.0,3476.0,2020,Agricultural_Production
3568.0,3568.0,3568.0,2021,Agricultural_Production
3646.0,3646.0,3646.0,2022,Agricultural_Production
3718.0,3718.0,3718.0,2023,Agricultural_Production
3778.0,3778.0,3778.0,2024,Agricultural_Production
3843.0,3843.0,3889.0,2025,Agricultural_Production
3900.0,3900.0,3977.0,2026,Agricultural_Production
3952.0,3952.0,4049.0,2027,Agricultural_Production
4001.0,4001.0,4120.0,2028,Agricultural_Production
4044.0,4044.0,4181.0,2029,Agricultural_Production
4083.0,4082.0,4231.0,2030,Agricultural_Production
4118.0,4116.0,4274.0,2031,Agricultural_Production
4150.0,4148.0,4309.0,2032,Agricultural_Production
4179.0,4176.0,4338.0,2033,Agricultural_Production
4205.0,4202.0,4362.0,2034,Agricultural_Production
4229.0,4225.0,4380.0,2035,Agricultural_Production
4251.0,4247.0,4394.0,2036,Agricultural_Production
4272.0,4268.0,4404.0,2037,Agricultural_Production
4292.0,4288.0,4407.0,2038,Agricultural_Production
4312.0,4306.0,4408.0,2039,Agricultural_Production
4330.0,4325.0,4375.0,2040,Agricultural_Production
4348.0,4343.0,4341.0,2041,Agricultural_Production
4365.0,4360.0,4311.0,2042,Agricultural_Production
4381.0,4376.0,4284.0,2043,Agricultural_Production
4396.0,4392.0,4261.0,2044,Agricultural_Production
4411.0,4407.0,4241.0,2045,Agricultural_Production
4421.0,4417.0,4225.0,2046,Agricultural_Production
4431.0,4427.0,4210.0,2047,Agricultural_Production
4442.0,4438.0,4198.0,2048,Agricultural_Production
4452.0,4448.0,4187.0,2049,Agricultural_Production
4462.0,4458.0,4179.0,2050,Agricultural_Production
4471.0,4468.0,4171.0,2051,Agricultural_Production
4481.0,4477.0,4164.0,2052,Agricultural_Production
4486.0,4486.0,4156.0,2053,Agricultural_Production
4489.0,4490.0,4148.0,2054,Agricultural_Production
4489.0,4493.0,4138.0,2055,Agricultural_Production
4488.0,4493.0,4132.0,2056,Agricultural_Production
4486.0,4491.0,4128.0,2057,Agricultural_Production
4484.0,4488.0,4121.0,2058,Agricultural_Production
4483.0,4485.0,4115.0,2059,Agricultural_Production
4481.0,4482.0,4108.0,2060,Agricultural_Production
8.82,8.82,8.82,2020,Average_Education_Years
8.896,8.896,8.896,2021,Average_Education_Years
8.973,8.973,8.973,2022,Average_Education_Years
9.046,9.046,9.046,2023,Average_Education_Years
9.118,9.118,9.118,2024,Average_Education_Years
9.188,9.188,9.189,2025,Average_Education_Years
9.258,9.258,9.26,2026,Average_Education_Years
9.326,9.326,9.331,2027,Average_Education_Years
9.394,9.394,9.403,2028,Average_Education_Years
9.462,9.462,9.475,2029,Average_Education_Years
9.53,9.53,9.549,2030,Average_Education_Years
9.599,9.599,9.624,2031,Average_Education_Years
9.667,9.667,9.7,2032,Average_Education_Years
9.736,9.736,9.777,2033,Average_Education_Years
9.805,9.805,9.856,2034,Average_Education_Years
9.875,9.875,9.936,2035,Average_Education_Years
9.946,9.946,10.02,2036,Average_Education_Years
10.02,10.02,10.1,2037,Average_Education_Years
10.09,10.09,10.18,2038,Average_Education_Years
10.16,10.16,10.27,2039,Average_Education_Years
10.23,10.23,10.35,2040,Average_Education_Years
10.3,10.3,10.44,2041,Average_Education_Years
10.37,10.37,10.52,2042,Average_Education_Years
10.44,10.44,10.61,2043,Average_Education_Years
10.5,10.5,10.69,2044,Average_Education_Years
10.57,10.57,10.77,2045,Average_Education_Years
10.63,10.63,10.85,2046,Average_Education_Years
10.69,10.69,10.92,2047,Average_Education_Years
10.75,10.75,11.0,2048,Average_Education_Years
10.81,10.81,11.07,2049,Average_Education_Years
10.87,10.87,11.15,2050,Average_Education_Years
10.93,10.93,11.22,2051,Average_Education_Years
10.99,10.99,11.3,2052,Average_Education_Years
11.05,11.05,11.38,2053,Average_Education_Years
11.11,11.11,11.45,2054,Average_Education_Years
11.17,11.17,11.53,2055,Average_Education_Years
11.23,11.23,11.6,2056,Average_Education_Years
11.28,11.29,11.68,2057,Average_Education_Years
11.34,11.35,11.75,2058,Average_Education_Years
11.4,11.4,11.83,2059,Average_Education_Years
11.46,11.46,11.9,2060,Average_Education_Years
3.811,3.811,3.811,2020,Carbon_Emissions_from_Fossil
3.818,3.818,3.818,2021,Carbon_Emissions_from_Fossil
3.869,3.869,3.869,2022,Carbon_Emissions_from_Fossil
3.924,3.924,3.924,2023,Carbon_Emissions_from_Fossil
3.97,3.97,3.97,2024,Carbon_Emissions_from_Fossil
4.014,4.014,4.014,2025,Carbon_Emissions_from_Fossil
4.052,4.047,4.047,2026,Carbon_Emissions_from_Fossil
4.079,4.019,4.018,2027,Carbon_Emissions_from_Fossil
4.106,3.935,3.933,2028,Carbon_Emissions_from_Fossil
4.124,3.799,3.798,2029,Carbon_Emissions_from_Fossil
4.138,3.638,3.641,2030,Carbon_Emissions_from_Fossil
4.149,3.462,3.47,2031,Carbon_Emissions_from_Fossil
4.158,3.283,3.296,2032,Carbon_Emissions_from_Fossil
4.162,3.097,3.115,2033,Carbon_Emissions_from_Fossil
4.164,2.909,2.93,2034,Carbon_Emissions_from_Fossil
4.166,2.736,2.761,2035,Carbon_Emissions_from_Fossil
4.174,2.564,2.592,2036,Carbon_Emissions_from_Fossil
4.177,2.396,2.425,2037,Carbon_Emissions_from_Fossil
4.174,2.247,2.281,2038,Carbon_Emissions_from_Fossil
4.161,2.09,2.121,2039,Carbon_Emissions_from_Fossil
4.138,1.933,1.966,2040,Carbon_Emissions_from_Fossil
4.11,1.792,1.823,2041,Carbon_Emissions_from_Fossil
4.084,1.639,1.669,2042,Carbon_Emissions_from_Fossil
4.057,1.506,1.535,2043,Carbon_Emissions_from_Fossil
4.028,1.378,1.406,2044,Carbon_Emissions_from_Fossil
4.0,1.271,1.297,2045,Carbon_Emissions_from_Fossil
3.973,1.173,1.199,2046,Carbon_Emissions_from_Fossil
3.947,1.09,1.115,2047,Carbon_Emissions_from_Fossil
3.923,1.025,1.047,2048,Carbon_Emissions_from_Fossil
3.88,0.967,0.991,2049,Carbon_Emissions_from_Fossil
3.853,0.912,0.935,2050,Carbon_Emissions_from_Fossil
3.818,0.86,0.884,2051,Carbon_Emissions_from_Fossil
3.772,0.81,0.834,2052,Carbon_Emissions_from_Fossil
3.719,0.765,0.789,2053,Carbon_Emissions_from_Fossil
3.661,0.721,0.743,2054,Carbon_Emissions_from_Fossil
3.6,0.68,0.701,2055,Carbon_Emissions_from_Fossil
3.539,0.639,0.658,2056,Carbon_Emissions_from_Fossil
3.479,0.6,0.614,2057,Carbon_Emissions_from_Fossil
3.421,0.556,0.572,2058,Carbon_Emissions_from_Fossil
3.367,0.521,0.534,2059,Carbon_Emissions_from_Fossil
3.316,0.483,0.498,2060,Carbon_Emissions_from_Fossil
98.04,98.04,98.04,2020,Electricity_Access
98.13,98.13,98.13,2021,Electricity_Access
98.22,98.22,98.22,2022,Electricity_Access
98.35,98.35,98.35,2023,Electricity_Access
98.41,98.41,98.41,2024,Electricity_Access
98.46,98.61,98.67,2025,Electricity_Access
98.49,98.74,98.82,2026,Electricity_Access
98.52,98.83,98.94,2027,Electricity_Access
98.57,98.92,99.03,2028,Electricity_Access
98.61,98.97,99.12,2029,Electricity_Access
98.65,99.03,99.22,2030,Electricity_Access
98.7,99.1,99.32,2031,Electricity_Access
98.74,99.16,99.42,2032,Electricity_Access
98.79,99.23,99.53,2033,Electricity_Access
98.82,99.3,99.64,2034,Electricity_Access
98.86,99.37,99.72,2035,Electricity_Access
98.9,99.45,99.75,2036,Electricity_Access
98.94,99.52,99.79,2037,Electricity_Access
98.98,99.6,99.82,2038,Electricity_Access
99.02,99.68,99.86,2039,Electricity_Access
99.05,99.75,99.89,2040,Electricity_Access
99.09,99.78,99.93,2041,Electricity_Access
99.13,99.82,99.96,2042,Electricity_Access
99.17,99.85,99.98,2043,Electricity_Access
99.21,99.88,100.0,2044,Electricity_Access
99.24,99.91,100.0,2045,Electricity_Access
99.28,99.95,100.0,2046,Electricity_Access
99.32,99.96,100.0,2047,Electricity_Access
99.35,99.97,100.0,2048,Electricity_Access
99.39,99.98,100.0,2049,Electricity_Access
99.43,99.99,100.0,2050,Electricity_Access
99.46,100.0,100.0,2051,Electricity_Access
99.5,100.0,100.0,2052,Electricity_Access
99.54,100.0,100.0,2053,Electricity_Access
99.57,100.0,100.0,2054,Electricity_Access
99.61,100.0,100.0,2055,Electricity_Access
99.64,100.0,100.0,2056,Electricity_Access
99.68,100.0,100.0,2057,Electricity_Access
99.71,100.0,100.0,2058,Electricity_Access
99.75,100.0,100.0,2059,Electricity_Access
99.78,100.0,100.0,2060,Electricity_Access
3513.0,3513.0,3513.0,2020,Electricity_Use
3651.0,3651.0,3651.0,2021,Electricity_Use
3794.0,3794.0,3794.0,2022,Electricity_Use
3906.0,3906.0,3906.0,2023,Electricity_Use
4015.0,4015.0,4015.0,2024,Electricity_Use
4115.0,4115.0,4115.0,2025,Electricity_Use
4203.0,4159.0,4159.0,2026,Electricity_Use
4286.0,4196.0,4195.0,2027,Electricity_Use
4388.0,4252.0,4256.0,2028,Electricity_Use
4492.0,4310.0,4322.0,2029,Electricity_Use
4600.0,4371.0,4393.0,2030,Electricity_Use
4710.0,4435.0,4468.0,2031,Electricity_Use
4822.0,4499.0,4546.0,2032,Electricity_Use
4933.0,4564.0,4625.0,2033,Electricity_Use
5044.0,4627.0,4705.0,2034,Electricity_Use
5155.0,4687.0,4784.0,2035,Electricity_Use
5263.0,4744.0,4861.0,2036,Electricity_Use
5371.0,4797.0,4935.0,2037,Electricity_Use
5478.0,4776.0,4935.0,2038,Electricity_Use
5587.0,4747.0,4929.0,2039,Electricity_Use
5700.0,4720.0,4924.0,2040,Electricity_Use
5820.0,4706.0,4929.0,2041,Electricity_Use
5946.0,4689.0,4933.0,2042,Electricity_Use
6079.0,4676.0,4941.0,2043,Electricity_Use
6217.0,4657.0,4944.0,2044,Electricity_Use
6358.0,4637.0,4944.0,2045,Electricity_Use
6501.0,4609.0,4936.0,2046,Electricity_Use
6646.0,4565.0,4908.0,2047,Electricity_Use
6790.0,4648.0,5022.0,2048,Electricity_Use
6936.0,4730.0,5135.0,2049,Electricity_Use
7082.0,4812.0,5248.0,2050,Electricity_Use
7226.0,4890.0,5356.0,2051,Electricity_Use
7373.0,4964.0,5461.0,2052,Electricity_Use
7521.0,5036.0,5564.0,2053,Electricity_Use
7672.0,5105.0,5664.0,2054,Electricity_Use
7829.0,5175.0,5764.0,2055,Electricity_Use
7993.0,5245.0,5867.0,2056,Electricity_Use
8163.0,5275.0,5924.0,2057,Electricity_Use
8340.0,5304.0,5980.0,2058,Electricity_Use
8523.0,5334.0,6037.0,2059,Electricity_Use
8664.0,5336.0,6064.0,2060,Electricity_Use
22943.0,22943.0,22943.0,2020,Energy_Demand_per_capita
23082.0,23082.0,23082.0,2021,Energy_Demand_per_capita
23496.0,23496.0,23496.0,2022,Energy_Demand_per_capita
23756.0,23756.0,23756.0,2023,Energy_Demand_per_capita
24019.0,24019.0,24019.0,2024,Energy_Demand_per_capita
24258.0,24258.0,24258.0,2025,Energy_Demand_per_capita
24446.0,24197.0,24196.0,2026,Energy_Demand_per_capita
24613.0,24112.0,24104.0,2027,Energy_Demand_per_capita
24900.0,24148.0,24170.0,2028,Energy_Demand_per_capita
25205.0,24206.0,24269.0,2029,Energy_Demand_per_capita
25528.0,24288.0,24399.0,2030,Energy_Demand_per_capita
25862.0,24387.0,24553.0,2031,Energy_Demand_per_capita
26199.0,24494.0,24720.0,2032,Energy_Demand_per_capita
26534.0,24600.0,24895.0,2033,Energy_Demand_per_capita
26864.0,24701.0,25072.0,2034,Energy_Demand_per_capita
27185.0,24789.0,25243.0,2035,Energy_Demand_per_capita
27494.0,24860.0,25402.0,2036,Energy_Demand_per_capita
27794.0,24909.0,25545.0,2037,Energy_Demand_per_capita
28089.0,24570.0,25296.0,2038,Energy_Demand_per_capita
28388.0,24199.0,25015.0,2039,Energy_Demand_per_capita
28704.0,23841.0,24751.0,2040,Energy_Demand_per_capita
29046.0,23551.0,24536.0,2041,Energy_Demand_per_capita
29413.0,23249.0,24314.0,2042,Energy_Demand_per_capita
29804.0,22973.0,24116.0,2043,Energy_Demand_per_capita
30213.0,22669.0,23891.0,2044,Energy_Demand_per_capita
30631.0,22364.0,23661.0,2045,Energy_Demand_per_capita
31048.0,22024.0,23393.0,2046,Energy_Demand_per_capita
31461.0,21612.0,23034.0,2047,Energy_Demand_per_capita
31871.0,21827.0,23359.0,2048,Energy_Demand_per_capita
32276.0,22035.0,23675.0,2049,Energy_Demand_per_capita
32678.0,22236.0,23991.0,2050,Energy_Demand_per_capita
33059.0,22415.0,24274.0,2051,Energy_Demand_per_capita
33453.0,22577.0,24542.0,2052,Energy_Demand_per_capita
33845.0,22727.0,24792.0,2053,Energy_Demand_per_capita
34242.0,22864.0,25031.0,2054,Energy_Demand_per_capita
34657.0,22999.0,25266.0,2055,Energy_Demand_per_capita
35096.0,23135.0,25507.0,2056,Energy_Demand_per_capita
35557.0,23086.0,25539.0,2057,Energy_Demand_per_capita
36039.0,23034.0,25572.0,2058,Energy_Demand_per_capita
36537.0,22988.0,25605.0,2059,Energy_Demand_per_capita
37042.0,22943.0,25645.0,2060,Energy_Demand_per_capita
2.20178,2.20178,2.20178,2020,Energy_Demand_Relative_to_GDP
2.08885,2.08886,2.08886,2021,Energy_Demand_Relative_to_GDP
2.07313,2.07313,2.07313,2022,Energy_Demand_Relative_to_GDP
2.01596,2.01597,2.01597,2023,Energy_Demand_Relative_to_GDP
1.9677,1.96771,1.96771,2024,Energy_Demand_Relative_to_GDP
1.92306,1.92308,1.92308,2025,Energy_Demand_Relative_to_GDP
1.87896,1.85981,1.85973,2026,Energy_Demand_Relative_to_GDP
1.82363,1.78621,1.78202,2027,Energy_Demand_Relative_to_GDP
1.77832,1.72407,1.71812,2028,Energy_Demand_Relative_to_GDP
1.73547,1.66563,1.65801,2029,Energy_Demand_Relative_to_GDP
1.69555,1.6114,1.60204,2030,Energy_Demand_Relative_to_GDP
1.658,1.5608,1.54952,2031,Energy_Demand_Relative_to_GDP
1.62287,1.51336,1.4999,2032,Energy_Demand_Relative_to_GDP
1.58957,1.4687,1.45283,2033,Energy_Demand_Relative_to_GDP
1.55798,1.42657,1.4082,2034,Energy_Demand_Relative_to_GDP
1.52793,1.38647,1.36555,2035,Energy_Demand_Relative_to_GDP
1.4989,1.34811,1.32462,2036,Energy_Demand_Relative_to_GDP
1.47103,1.31081,1.28477,2037,Energy_Demand_Relative_to_GDP
1.44409,1.25644,1.22848,2038,Energy_Demand_Relative_to_GDP
1.41776,1.20166,1.17183,2039,Energy_Demand_Relative_to_GDP
1.39213,1.14982,1.11963,2040,Energy_Demand_Relative_to_GDP
1.36762,1.10373,1.07182,2041,Energy_Demand_Relative_to_GDP
1.34414,1.05683,1.02394,2042,Energy_Demand_Relative_to_GDP
1.32184,1.01395,0.97971,2043,Energy_Demand_Relative_to_GDP
1.30083,0.97095,0.93587,2044,Energy_Demand_Relative_to_GDP
1.281,0.93066,0.89463,2045,Energy_Demand_Relative_to_GDP
1.26191,0.89048,0.8539,2046,Energy_Demand_Relative_to_GDP
1.24347,0.84993,0.8124,2047,Energy_Demand_Relative_to_GDP
1.22568,0.83497,0.79635,2048,Energy_Demand_Relative_to_GDP
1.20851,0.82012,0.78009,2049,Energy_Demand_Relative_to_GDP
1.19252,0.80651,0.76548,2050,Energy_Demand_Relative_to_GDP
1.17632,0.79283,0.75042,2051,Energy_Demand_Relative_to_GDP
1.1612,0.77905,0.73572,2052,Energy_Demand_Relative_to_GDP
1.14633,0.7655,0.72103,2053,Energy_Demand_Relative_to_GDP
1.13148,0.75165,0.70646,2054,Energy_Demand_Relative_to_GDP
1.11686,0.738,0.69196,2055,Energy_Demand_Relative_to_GDP
1.10263,0.72434,0.67785,2056,Energy_Demand_Relative_to_GDP
1.08883,0.70526,0.65847,2057,Energy_Demand_Relative_to_GDP
1.07553,0.68637,0.63979,2058,Energy_Demand_Relative_to_GDP
1.06288,0.66827,0.62158,2059,Energy_Demand_Relative_to_GDP
1.05074,0.65062,0.60418,2060,Energy_Demand_Relative_to_GDP
33765.0,33765.0,33765.0,2020,Fossil_Fuel_Production
34324.0,34324.0,34324.0,2021,Fossil_Fuel_Production
35177.0,35177.0,35177.0,2022,Fossil_Fuel_Production
36291.0,36291.0,36291.0,2023,Fossil_Fuel_Production
37324.0,37324.0,37324.0,2024,Fossil_Fuel_Production
38358.0,38358.0,38358.0,2025,Fossil_Fuel_Production
39369.0,39370.0,39370.0,2026,Fossil_Fuel_Production
40277.0,39837.0,39830.0,2027,Fossil_Fuel_Production
41030.0,39555.0,39532.0,2028,Fossil_Fuel_Production
41714.0,38672.0,38657.0,2029,Fossil_Fuel_Production
42373.0,37458.0,37474.0,2030,Fossil_Fuel_Production
43057.0,36108.0,36174.0,2031,Fossil_Fuel_Production
43691.0,34766.0,34891.0,2032,Fossil_Fuel_Production
44241.0,33485.0,33667.0,2033,Fossil_Fuel_Production
44720.0,32234.0,32468.0,2034,Fossil_Fuel_Production
45191.0,31001.0,31277.0,2035,Fossil_Fuel_Production
45901.0,29770.0,30074.0,2036,Fossil_Fuel_Production
46687.0,28525.0,28840.0,2037,Fossil_Fuel_Production
47330.0,27260.0,27571.0,2038,Fossil_Fuel_Production
47773.0,25988.0,26316.0,2039,Fossil_Fuel_Production
48132.0,24650.0,24974.0,2040,Fossil_Fuel_Production
48475.0,23196.0,23525.0,2041,Fossil_Fuel_Production
48785.0,21829.0,22152.0,2042,Fossil_Fuel_Production
49045.0,20489.0,20802.0,2043,Fossil_Fuel_Production
49279.0,19281.0,19569.0,2044,Fossil_Fuel_Production
49502.0,18154.0,18419.0,2045,Fossil_Fuel_Production
49741.0,17179.0,17421.0,2046,Fossil_Fuel_Production
49967.0,16269.0,16511.0,2047,Fossil_Fuel_Production
50137.0,15474.0,15693.0,2048,Fossil_Fuel_Production
50227.0,14782.0,15008.0,2049,Fossil_Fuel_Production
50243.0,14041.0,14257.0,2050,Fossil_Fuel_Production
50208.0,13250.0,13487.0,2051,Fossil_Fuel_Production
50081.0,12497.0,12713.0,2052,Fossil_Fuel_Production
49870.0,11756.0,11969.0,2053,Fossil_Fuel_Production
49586.0,11048.0,11231.0,2054,Fossil_Fuel_Production
49254.0,10354.0,10532.0,2055,Fossil_Fuel_Production
48897.0,9705.0,9853.0,2056,Fossil_Fuel_Production
48533.0,9080.0,9226.0,2057,Fossil_Fuel_Production
48173.0,8483.0,8605.0,2058,Fossil_Fuel_Production
47814.0,7914.0,8042.0,2059,Fossil_Fuel_Production
47459.0,7394.0,7502.0,2060,Fossil_Fuel_Production
24.06,24.06,24.06,2020,GDP_(MER)
25.59,25.59,25.59,2021,GDP_(MER)
26.3,26.3,26.3,2022,GDP_(MER)
27.4,27.4,27.4,2023,GDP_(MER)
28.42,28.42,28.42,2024,GDP_(MER)
29.41,29.41,29.41,2025,GDP_(MER)
30.36,30.36,30.36,2026,GDP_(MER)
31.53,31.53,31.6,2027,GDP_(MER)
32.73,32.74,32.88,2028,GDP_(MER)
33.96,33.99,34.23,2029,GDP_(MER)
35.22,35.26,35.62,2030,GDP_(MER)
36.49,36.55,37.06,2031,GDP_(MER)
37.75,37.85,38.53,2032,GDP_(MER)
39.02,39.15,40.04,2033,GDP_(MER)
40.27,40.44,41.57,2034,GDP_(MER)
41.51,41.72,43.12,2035,GDP_(MER)
42.75,42.98,44.67,2036,GDP_(MER)
43.97,44.22,46.26,2037,GDP_(MER)
45.19,45.43,47.83,2038,GDP_(MER)
46.43,46.7,49.49,2039,GDP_(MER)
47.71,47.99,51.15,2040,GDP_(MER)
49.03,49.27,52.85,2041,GDP_(MER)
50.39,50.66,54.69,2042,GDP_(MER)
51.78,52.04,56.54,2043,GDP_(MER)
53.17,53.46,58.47,2044,GDP_(MER)
54.56,54.84,60.38,2045,GDP_(MER)
55.94,56.24,62.33,2046,GDP_(MER)
57.3,57.6,64.27,2047,GDP_(MER)
58.64,58.96,66.23,2048,GDP_(MER)
59.96,60.33,68.24,2049,GDP_(MER)
61.22,61.61,70.15,2050,GDP_(MER)
62.47,62.85,72.05,2051,GDP_(MER)
63.69,64.08,73.92,2052,GDP_(MER)
64.9,65.27,75.79,2053,GDP_(MER)
66.13,66.48,77.66,2054,GDP_(MER)
67.39,67.69,79.56,2055,GDP_(MER)
68.68,68.93,81.49,2056,GDP_(MER)
70.01,70.19,83.47,2057,GDP_(MER)
71.35,71.48,85.47,2058,GDP_(MER)
72.7,72.76,87.51,2059,GDP_(MER)
74.04,74.07,89.56,2060,GDP_(MER)
16.67,16.67,16.67,2020,GDP_per_capita_(PPP)
17.37,17.37,17.37,2021,GDP_per_capita_(PPP)
17.64,17.64,17.64,2022,GDP_per_capita_(PPP)
18.11,18.11,18.11,2023,GDP_per_capita_(PPP)
18.56,18.56,18.56,2024,GDP_per_capita_(PPP)
18.97,18.97,18.97,2025,GDP_per_capita_(PPP)
19.38,19.37,19.36,2026,GDP_per_capita_(PPP)
19.9,19.9,19.93,2027,GDP_per_capita_(PPP)
20.43,20.43,20.51,2028,GDP_per_capita_(PPP)
20.96,20.98,21.11,2029,GDP_per_capita_(PPP)
21.51,21.53,21.73,2030,GDP_per_capita_(PPP)
22.06,22.1,22.38,2031,GDP_per_capita_(PPP)
22.61,22.66,23.04,2032,GDP_per_capita_(PPP)
23.16,23.23,23.72,2033,GDP_per_capita_(PPP)
23.7,23.79,24.41,2034,GDP_per_capita_(PPP)
24.23,24.35,25.11,2035,GDP_per_capita_(PPP)
24.76,24.89,25.81,2036,GDP_per_capita_(PPP)
25.29,25.43,26.52,2037,GDP_per_capita_(PPP)
25.82,25.95,27.23,2038,GDP_per_capita_(PPP)
26.37,26.51,27.98,2039,GDP_per_capita_(PPP)
26.94,27.08,28.74,2040,GDP_per_capita_(PPP)
27.53,27.65,29.52,2041,GDP_per_capita_(PPP)
28.15,28.29,30.37,2042,GDP_per_capita_(PPP)
28.78,28.92,31.23,2043,GDP_per_capita_(PPP)
29.43,29.58,32.14,2044,GDP_per_capita_(PPP)
30.09,30.23,33.04,2045,GDP_per_capita_(PPP)
30.74,30.9,33.98,2046,GDP_per_capita_(PPP)
31.4,31.55,34.93,2047,GDP_per_capita_(PPP)
32.06,32.22,35.89,2048,GDP_per_capita_(PPP)
32.72,32.91,36.9,2049,GDP_per_capita_(PPP)
